Description,Name,UNII,SMILES,Target name,Target uniprot,Target gene name,Approved
TOP-1288 is under investigation in clinical trial NCT02888379 (Phase 2a Study to Evaluate the Safety/Tolerability and Efficacy of TOP1288 200 mg Rectal Solution Once Daily for 4 Weeks in Ulcerative Colitis).,TOP-1288,19ZTZ9YC4O,COCCOCCOCCNC(=O)C1=CC(=CC(NC2=NC=CC(OC3=C4C=CC=CC4=C(NC(=O)NC4=CC(=CC(NS(C)(=O)=O)=C4OC)C(C)(C)C)C=C3)=N2)=C1)C#C,"","","",false
"MLN8054 has been used in trials studying the treatment of Colon Neoplasm, Breast Neoplasm, Bladder Neoplasm, Pancreatic Neoplasm, and Advanced Malignancies.",MLN8054,BX854EHD63,OC(=O)C1=CC=C(NC2=NC=C3CN=C(C4=C(C=CC(Cl)=C4)C3=N2)C2=C(F)C=CC=C2F)C=C1,Aurora kinase A,O14965,AURKA,false
"MLN518 is a novel, oral, small molecule designed to inhibit type III receptor tyrosine kinases, including FLT3, (platelet-derived growth-factor receptor) PDGFR and c-KIT. Tyrosine kinases are enzymes involved in several cellular processes and are known to be activated in cancer cells to drive tumor growth. AML patients with FLT3 mutations experience earlier disease relapse and shorter survival rates compared to patients without these mutations. Approximately 25 to 30 percent of all adult AML patients have a mutation of the FLT3 gene. The use of MLN518 to treat AML has been granted fast-track status by the U.S. Food and Drug Administration. Phase I/II trials are underway.",Tandutinib,E1IO3ICJ9A,COC1=C(OCCCN2CCCCC2)C=C2N=CN=C(N3CCN(CC3)C(=O)NC3=CC=C(OC(C)C)C=C3)C2=C1,Receptor-type tyrosine-protein kinase FLT3; Platelet-derived growth factor D,P36888; Q9GZP0,FLT3; PDGFD,false
"Pertuzumab is a recombinant humanized monoclonal antibody that targets the extracellular dimerization domain (subdomain II) of the human epidermal growth factor receptor 2 protein (HER2). It consists of two heavy chains and two lights chains that have 448 and 214 residues respectively. It was first approved by the FDA in 2012 for use with [docetaxel] and another HER2-targeted monoclonal antibody, [trastuzumab], in the treatment of metastatic HER2-positive breast cancer. Its indicated conditions have since expanded to include use as both a neoadjuvant therapy and an adjuvant therapy in the treatment of HER2-positive breast cancers at high risk of recurrence.[L14642,L14772]",Pertuzumab,K16AIQ8CTM,,Receptor tyrosine-protein kinase erbB-2,P04626,ERBB2,true
"Avobenzone is dibenzoyl methane derivative. It is oil soluble ingredient. Avobenzone has the ability to absorb ultraviolet light over wider range of wavelengths. It is included in many commercially available sunscreens which are used as wide spectrum sunscreens. Avobenzone is very sensitive to light, to increase its stability and duration of action, photostablizers are added in the sunscreen product. Avobenzone has an absorption maximum of 357 nm. Sunscreens containing avobenzone is indicated for providing protection from the sun. In addition to limiting the skin's exposure to the sun, using sunscreen agents may help reduce long-term sun damage such as premature aging of the skin and skin cancer.",Avobenzone,G63QQF2NOX,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,"","","",true
"Palbociclib is a piperazine pyridopyrimidine[A176792] that acts in the cell cycle machinery. It is a second generation cyclin-dependent kinase inhibitor[A176798] selected from a group of pyridopyrimidine compounds due to its favorable physical and pharmaceutical properties.[A176810]

Palbociclib was developed by Pfizer Inc after the discovery that identified the cyclin-dependent kinases as key regulators of cell growth.[L5867] It was originally FDA approved on March 2015 for the treatment of HR-positive, HER2-negative advanced or metastatic breast cancer and its indications were updated in April 2019 to include male patients based on findings from postmarketing reports and electronic health records demonstrating safety and clinical efficacy.[L4894]",Palbociclib,G9ZF61LE7G,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,Cyclin-dependent kinase 4; Cyclin-dependent kinase 6; Cytochrome P450 3A4; Bile salt sulfotransferase; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Serum albumin; Solute carrier family 22 member 1,P11802; Q00534; P08684; Q06520; P08183; Q9UNQ0; P02768; O15245,CDK4; CDK6; CYP3A4; SULT2A1; ABCB1; ABCG2; ALB; SLC22A1,true
"Sotorasib, also known as AMG-510, is an acrylamide-derived KRAS inhibitor developed by Amgen.[A187547,A187556] It is indicated in the treatment of adult patients with KRAS G12C mutant non-small cell lung cancer.[L34288] This mutation makes up >50% of all KRAS mutations.[A187550] Mutant KRAS discovered in 1982 but was not considered a druggable target until the mid-2010s.[A235168] It is the first experimental KRAS inhibitor.[A187547] The drug [MRTX849] is also currently being developed and has the same target.[A187547]

Sotorasib was granted FDA approval on May 28, 2021,[L34288] followed by the European Commission's approval on January 10, 2022.[L39675]",Sotorasib,2B2VM6UC8G,CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,GTPase KRas; Cytochrome P450 3A Subfamily; Cytochrome P450 2C8; Cytochrome P450 2C9; Cytochrome P450 2B6; ATP-binding cassette sub-family G member 2; P-glycoprotein 1,P01116; P08684; Q9HB55; P20815; P24462; P10632; P11712; P20813; Q9UNQ0; P08183,KRAS; CYP3A4; CYP3A43; CYP3A5; CYP3A7; CYP2C8; CYP2C9; CYP2B6; ABCG2; ABCB1,true
"PPI-2458 represents a potentially new and important addition to the growing list of therapeutics aimed at specific molecular oncology targets. PPI-2458 is a novel, proprietary molecule belonging to the fumagillin class of compounds that specifically targets the MetAP-2 enzyme. This class of compounds has been shown to prevent both abnormal cell growth and the formation of new blood vessels (known as angiogenesis), which contribute to the growth of aberrant tissues in diseases such as cancer and rheumatoid arthritis. Clinical development with previous fumagillin derivatives has been limited by their toxicity profile. In preclinical studies to date, PPI-2458 has demonstrated the potent pharmacologic activity of this class of compounds while displaying an improved pharmacokinetic and toxicity profile.",PPI-2458,NA0Y2SRR29,[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)N[C@H](C(C)C)C(N)=O)[C@@]1(C)O[C@@H]1CC=C(C)C,Methionine aminopeptidase 2,P50579,METAP2,false
"Dichloroacetic acid, often abbreviated DCA, is an acid analogue of acetic acid in which two of the three hydrogen atoms of the methyl group have been replaced by chlorine atoms. Salts of DCA are used as drugs since they inhibit the enzyme pyruvate dehydrogenase kinase. Early reports of its activity against brain cancer cells led patients to treat themselves with DCA, which is commercially available in non-pharmaceutical grade. A phase 1 study in 5 patients concluded that DCA was safe, but wasn't designed to establish effectiveness.

DCA was approved for use in Canada in 1989 (as a topical formulation for treatment of warts and for cauterization and removal of a wide variety of skin and tissue lesions), but was cancelled post market.",Dichloroacetic acid,9LSH52S3LQ,OC(=O)C(Cl)Cl,"[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 1, mitochondrial; Maleylacetoacetate isomerase",Q15118; O43708,PDK1; GSTZ1,true
"Rocaglamide, also referred to as rocaglamide-A, is the eponymous member of a class of anti-cancer phytochemicals known as rocaglamides.[A186760] Rocaglamides are secondary metabolites of the plant genus _Aglaia_, and extracts of the plant have traditionally been used as a form of insect repellant due to its natural insecticidal properties.[A186796] Reports of _Aglaia_ anti-tumor activity date back as far as 1973, and rocaglamide-A was first isolated in 1982 from the species _A. elliptifolia_.[A186760] Rocaglamide and a number of its derivatives (e.g. [didesmethylrocaglamide]) are currently being studied for use as chemotherapeutic agents in the treatment of various leukemias, lymphomas, and carcinomas, as well as adjuvant therapy in the treatment of certain chemotherapy-resistant cancers.[A186781,A186784,A186799,A186766]",Rocaglamide,FRG4N852F7,COC1=CC=C(C=C1)[C@@]12OC3=C(C(OC)=CC(OC)=C3)[C@]1(O)[C@H](O)[C@@H]([C@H]2C1=CC=CC=C1)C(=O)N(C)C,Prohibitin; Prohibitin-2,P35232; Q99623,PHB; PHB2,false
"PM02734 is a marine derived compound. PM02734 as a new antiproliferative drug demonstrating activity against a broad spectrum of tumor types: breast, colon, pancreas, lung and prostate, among others.",PM02734,,,"","","",false
"Mitomycin is an antineoplastic antibiotic first isolated by Japanese microbiologists in the 1950s from cultures of _Streptomyces caespitosus_.[L12867,A193419] It is an alkylating agent that inhibits DNA synthesis (and, at higher concentrations, RNA and protein synthesis) by cross-linking the complementary strands of the DNA double helix.[A193419] Few other antibiotics have been discovered that work via this alkylating mechanism, making mitomycin relatively unique in the space of microbiota-derived therapies.[A193419]

Mitomycin's cross-linking activity has resulted in its approval for the treatment of a variety of cancers - the most recent of which is an April 2020 approval for its use in low-grade Upper Tract Urothelial Cancer (LG-UTUC)[L12867] - as well as adjunctly to _ab externo_ glaucoma surgeries.",Mitomycin,50SG953SK6,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,DNA; NADPH--cytochrome P450 reductase,; P16435,; POR,true
"Mepenzolate is a post-ganglionic parasympathetic inhibitor. It decreases gastric acid and pepsin secretion and suppresses spontaneous contractions of the colon. Mepenzolate diminishes gastric acid and pepsin secretion. Mepenzolate also suppresses spontaneous contractions of the colon. Pharmacologically, it is a post-ganglionic parasympathetic inhibitor. It has not been shown to be effective in contributing to the healing of peptic ulcer, decreasing the rate of recurrence, or preventing complications.",Mepenzolate,ONW3LB39P7,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M1; Muscarinic acetylcholine receptor M3,P11229; P20309,CHRM1; CHRM3,true
"Pemigatinib is a small molecule kinase inhibitor with antitumour activity. It works by inhibiting fibroblast growth factor receptors (FGFRs), which are receptor tyrosine kinases that activate signalling pathways in tumour cells.[A193719] FGFRs gained attention as potential therapeutic targets in selected cancers, as FGFR gene alterations were observed in a wide variety of cancers including those of the urinary bladder, breast, ovary, prostate, endometrium, lung, and stomach.[A198984] Deregulated FGFR signalling pathway can lead the development of oncogenes and tumour-promoting physiological processes, such as cancer cell proliferation, enhanced angiogenesis, and evasion of cell death.[A193716]

In April 2020, pemigatinib was approved by the FDA for the treatment of unresectable locally advanced or metastatic cholangiocarcinoma in previously treated adult patients with a fibroblast growth factor receptor 2 (FGFR2) gene fusion or other rearrangements as detected by an FDA-approved test.[L13068] Cholangiocarcinoma is the most common primary malignancy affecting the biliary tract and the second most common primary hepatic malignancy. This malignancy accounts for 15% to 20% of primary hepatobiliary malignancies, which account for 13% of overall cancer-related global mortality. With increasing research on the pathogenesis of cholangiocarcinoma and potential therapeutic targets for anticancer drug treatment, recent studies show that up to 45% of patients with intrahepatic cholangiocarcinoma exhibited gene rearrangements resulting in oncogenic fibroblast growth factor 2 (FGFR2) fusion proteins.[A198963] The FDA-approved indication for pemigatinib was granted under accelerated approval based on the overall response rate and duration of response in pre-marketing clinical trials. Pemigatinib is marketed under the brand name Pemazyre, and it is available as oral tablets.[L13050]",Pemigatinib,Y6BX7BL23K,CCN1C(=O)N(CC2=CN=C3NC(CN4CCOCC4)=CC3=C12)C1=C(F)C(OC)=CC(OC)=C1F,Cytochrome P450 3A4; Fibroblast growth factor receptor 1; Fibroblast growth factor receptor 2; Fibroblast growth factor receptor 3; Fibroblast growth factor receptor 4; P-glycoprotein 1; ATP-binding cassette sub-family G member 2; Solute carrier family 22 member 2; Multidrug and toxin extrusion protein 1,P08684; P11362; P21802; P22607; P22455; P08183; Q9UNQ0; O15244; Q96FL8,CYP3A4; FGFR1; FGFR2; FGFR3; FGFR4; ABCB1; ABCG2; SLC22A2; SLC47A1,true
Napabucasin has been investigated for the treatment of Colorectal Carcinoma.,Napabucasin,Z1HHM49K7O,CC(=O)C1=CC2=C(O1)C(=O)C1=CC=CC=C1C2=O,"","","",false
Ornidazole has been used in trials studying the prevention of Elective Colorectal Surgery.,Ornidazole,62XCK0G93T,CC1=NC=C(N1CC(O)CCl)N(=O)=O,"","","",false
"OXI-4503 is investigated in clinical trials for treating cancer/tumors. OXI-4503 is a solid. OXI-4503 blocks and destroys tumor vasculature, resulting in extensive tumor cell death and necrosis. OXI-4503 (combretastatin A1 di-phosphate / CA1P) is a unique and highly potent, dual-mechanism vascular disrupting agent (VDA). In addition, however, preclinical data demonstrates that OXI-4503 is metabolized by oxidative enzymes (e.g., tyrosinase and peroxidases), which are elevated in many solid tumors and tumor infiltrates, to an orthoquinone chemical species that has direct cytotoxic effects on tumor cells. Preclinical studies have demonstrated that OXI-4503 has (i) single-agent activity against a range of xenograft tumor models; and (ii) synergistic or additive effects when incorporated in various combination regimens with chemotherapy, molecularly-targeted therapies (including tumor-angiogenesis inhibitors), and radiation therapy.",OXI-4503,JH6Z94GLUD,[H]\C(=C(/[H])C1=C(OP(O)(O)=O)C(OP(O)(O)=O)=C(OC)C=C1)C1=CC(OC)=C(OC)C(OC)=C1,"","","",false
"Crizotinib is a tyrosine kinase receptor inhibitor used for the treatment of anaplastic lymphoma kinase (ALK) or ROS1-positive non-small cell lung cancer (NSCLC) tumors, as well as ALK-positive anaplastic large cell lymphoma (ALCL) and inflammatory myofibroblastic tumor (IMT).[L42460] By targeting the echinoderm microtubule-associated protein-like 4 (EML4)-ALK fusion protein, crizotinib offers robust effectiveness in treating NSCLC in patients with this type of rearrangement.[A250785] Crizotinib was the first-in-class drug used to treat ALK-positive tumors. Second- and third-generation ALK-tyrosine kinase-inhibitors have overcome many of the pharmacodynamic and genetic resistance mechanisms crizotinib is prone to.[A250785] Crizotinib was approved by the FDA in 2011, and its use is accompanied by FDA-approved tests used to detect ALK and ROS1 rearrangements.[L42460]",Crizotinib,53AH36668S,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,Cytochrome P450 3A4; Cytochrome P450 3A5; P-glycoprotein 1; ALK tyrosine kinase receptor; Hepatocyte growth factor receptor; Cytochrome P450 2B6; Cytochrome P450 3A Subfamily; Serum albumin; alpha1-acid glycoprotein; Proto-oncogene tyrosine-protein kinase ROS; Macrophage-stimulating protein receptor,P08684; P20815; P08183; Q9UM73; P08581; P20813; P08684; Q9HB55; P20815; P24462; P02768; P02763; P19652; P08922; Q04912,CYP3A4; CYP3A5; ABCB1; ALK; MET; CYP2B6; CYP3A4; CYP3A43; CYP3A5; CYP3A7; ALB; ORM1; ORM2; ROS1; MST1R,true
